taxon	sequenceID	pubmed_id	source	name	isolate	country	subtype	genotype	collection_year
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AB818536	AB818536	24141278	ncbi-nuccore-srlv	SRLV	Iwate	Japan	-	A	-
alignment/AL_SRLV_A/member/ncbi-refseqs-srlv/AF479638	AF479638	15284480	ncbi-refseqs-srlv	SRLV	P1OLV	Portugal	1	A	1996
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AJ305039	AJ305039	11551652	ncbi-nuccore-srlv	SRLV	MVV Br/UFRGS-2/V27	Brazil	-	A	1997
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AJ969038	AJ969038	-	ncbi-nuccore-srlv	SRLV	ROC1D	Ireland	-	A	1998
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AJ969039	AJ969039	-	ncbi-nuccore-srlv	SRLV	ROC3E	Ireland	-	A	2000
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AJ969040	AJ969040	-	ncbi-nuccore-srlv	SRLV	ROC1E	Ireland	-	A	2002
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AJ969041	AJ969041	-	ncbi-nuccore-srlv	SRLV	R012	Ireland	-	A	2002
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AJ969042	AJ969042	-	ncbi-nuccore-srlv	SRLV	99287	Ireland	-	A	2000
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AJ969043	AJ969043	-	ncbi-nuccore-srlv	SRLV	NAM1D	Ireland	-	A	2000
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AM084203	AM084203	17349752	ncbi-nuccore-srlv	SRLV	B_S23	Finland	-	A	1994
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AM084204	AM084204	17349752	ncbi-nuccore-srlv	SRLV	B_S604	Finland	-	A	1994
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AM084205	AM084205	17349752	ncbi-nuccore-srlv	SRLV	C6_S1	Finland	-	A	1994
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AM084206	AM084206	17349752	ncbi-nuccore-srlv	SRLV	D4_S1	Finland	-	A	1995
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AM084207	AM084207	17349752	ncbi-nuccore-srlv	SRLV	D5_S4	Finland	-	A	1996
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AM084208	AM084208	17349752	ncbi-nuccore-srlv	SRLV	E_S1	Finland	-	A	1995
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AM084209	AM084209	17349752	ncbi-nuccore-srlv	SRLV	Lotta	Finland	-	A	2001
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY265455	AY265455	15778023	ncbi-nuccore-srlv	SRLV	It-561	Italy	-	A	1991
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY265456	AY265456	15778023	ncbi-nuccore-srlv	SRLV	It-Pi1	Italy	-	A	1991
alignment/AL_SRLV_A/member/ncbi-refseqs-srlv/AY445885	AY445885	14967484	ncbi-refseqs-srlv	SRLV	-	Switzerland	1	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454161	AY454161	14967484	ncbi-nuccore-srlv	SRLV	SNCR4668	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454162	AY454162	14967484	ncbi-nuccore-srlv	SRLV	SNCR4861	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454163	AY454163	14967484	ncbi-nuccore-srlv	SRLV	SNCR4863	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454172	AY454172	14967484	ncbi-nuccore-srlv	SRLV	SNCR5518	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454173	AY454173	14967484	ncbi-nuccore-srlv	SRLV	SNCR5525	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454175	AY454175	14967484	ncbi-nuccore-srlv	SRLV	SNCR5560	Switzerland	5	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454176	AY454176	14967484	ncbi-nuccore-srlv	SRLV	SNCR5561	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454181	AY454181	14967484	ncbi-nuccore-srlv	SRLV	SNCR5571	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454186	AY454186	14967484	ncbi-nuccore-srlv	SRLV	SNCR5586	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454188	AY454188	14967484	ncbi-nuccore-srlv	SRLV	SNCR5592	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454189	AY454189	14967484	ncbi-nuccore-srlv	SRLV	SNCR5594	Switzerland	3	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454190	AY454190	14967484	ncbi-nuccore-srlv	SRLV	SNCR5598	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454191	AY454191	14967484	ncbi-nuccore-srlv	SRLV	SNCR5637	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454200	AY454200	14967484	ncbi-nuccore-srlv	SRLV	SNCR5667	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454204	AY454204	14967484	ncbi-nuccore-srlv	SRLV	SNCR5678	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454205	AY454205	14967484	ncbi-nuccore-srlv	SRLV	SNCR5679	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454208	AY454208	14967484	ncbi-nuccore-srlv	SRLV	SNCR5692	Switzerland	7	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454209	AY454209	14967484	ncbi-nuccore-srlv	SRLV	SNCR5697	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454210	AY454210	14967484	ncbi-nuccore-srlv	SRLV	SNCR5698	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454211	AY454211	14967484	ncbi-nuccore-srlv	SRLV	SNCR5699	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454222	AY454222	14967484	ncbi-nuccore-srlv	SRLV	SNCR5745	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454225	AY454225	14967484	ncbi-nuccore-srlv	SRLV	SNCR5813	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454226	AY454226	14967484	ncbi-nuccore-srlv	SRLV	SNCR5814	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454227	AY454227	14967484	ncbi-nuccore-srlv	SRLV	SNCR5842	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454228	AY454228	14967484	ncbi-nuccore-srlv	SRLV	SNCR5843	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454229	AY454229	14967484	ncbi-nuccore-srlv	SRLV	SNCR5844	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454230	AY454230	14967484	ncbi-nuccore-srlv	SRLV	SNCR5845	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454231	AY454231	14967484	ncbi-nuccore-srlv	SRLV	SNCR6247	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY454232	AY454232	14967484	ncbi-nuccore-srlv	SRLV	SNCR6249	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY530289	AY530289	15964721	ncbi-nuccore-srlv	SRLV	SRLV-Greece-S1	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY530290	AY530290	15964721	ncbi-nuccore-srlv	SRLV	SRLV-Greece-S2	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY530291	AY530291	15964721	ncbi-nuccore-srlv	SRLV	SRLV-Greece-S3	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY530292	AY530292	15964721	ncbi-nuccore-srlv	SRLV	SRLV-Greece-S4	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY530293	AY530293	15964721	ncbi-nuccore-srlv	SRLV	SRLV-Greece-G1	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY577031	AY577031	15220425	ncbi-nuccore-srlv	SRLV	SNCR7592	Switzerland	-	A	2003
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY577032	AY577032	15220425	ncbi-nuccore-srlv	SRLV	SNCR7730	Switzerland	-	A	2003
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/AY577033	AY577033	15220425	ncbi-nuccore-srlv	SRLV	SNCR7731	Switzerland	-	A	2003
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084332	DQ084332	16870297	ncbi-nuccore-srlv	SRLV	Ov5	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084333	DQ084333	16870297	ncbi-nuccore-srlv	SRLV	Ov1	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084334	DQ084334	16870297	ncbi-nuccore-srlv	SRLV	Ov4	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084335	DQ084335	16870297	ncbi-nuccore-srlv	SRLV	Ov8	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084336	DQ084336	16870297	ncbi-nuccore-srlv	SRLV	Ov7	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084337	DQ084337	16870297	ncbi-nuccore-srlv	SRLV	Ov3	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084338	DQ084338	16870297	ncbi-nuccore-srlv	SRLV	Ov6	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084339	DQ084339	16870297	ncbi-nuccore-srlv	SRLV	Ov2	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084340	DQ084340	16870297	ncbi-nuccore-srlv	SRLV	C1	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084341	DQ084341	16870297	ncbi-nuccore-srlv	SRLV	C5	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084342	DQ084342	16870297	ncbi-nuccore-srlv	SRLV	C4	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084343	DQ084343	16870297	ncbi-nuccore-srlv	SRLV	C3	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/DQ084344	DQ084344	16870297	ncbi-nuccore-srlv	SRLV	C2	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EF676006	EF676006	18024912	ncbi-nuccore-srlv	SRLV	It-030g03	Italy	-	A	2006
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EF676016	EF676016	18024912	ncbi-nuccore-srlv	SRLV	It-053s01	Italy	-	A	2006
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EF676017	EF676017	18024912	ncbi-nuccore-srlv	SRLV	It-060s01	Italy	-	A	2006
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EF676018	EF676018	18024912	ncbi-nuccore-srlv	SRLV	It-063s01	Italy	-	A	2006
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EF676019	EF676019	18024912	ncbi-nuccore-srlv	SRLV	It-064s01	Italy	-	A	2006
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EF676020	EF676020	18024912	ncbi-nuccore-srlv	SRLV	It-069s01	Italy	-	A	2006
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EU010123	EU010123	18024912	ncbi-nuccore-srlv	SRLV	It-017.16g03	Italy	-	A	2006
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EU010125	EU010125	18024912	ncbi-nuccore-srlv	SRLV	It-008g03	Italy	8	A	2006
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EU726509	EU726509	18987157	ncbi-nuccore-srlv	SRLV	It-013g0299A	Italy	-	A	1999
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/EU726523	EU726523	18987157	ncbi-nuccore-srlv	SRLV	It-039g0207A	Italy	-	A	2007
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FJ623120	FJ623120	22155513	ncbi-nuccore-srlv	SRLV	0016	Poland	13	A	2008
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FJ623122	FJ623122	22155513	ncbi-nuccore-srlv	SRLV	4007	Poland	12	A	2008
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FJ623123	FJ623123	22155513	ncbi-nuccore-srlv	SRLV	4819	Poland	-	A	2008
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FJ623124	FJ623124	22155513	ncbi-nuccore-srlv	SRLV	90472	Poland	-	A	2008
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693808	FR693808	21858464	ncbi-nuccore-srlv	SRLV	2803.28.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693809	FR693809	21858464	ncbi-nuccore-srlv	SRLV	803.42.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693810	FR693810	21858464	ncbi-nuccore-srlv	SRLV	0222.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693811	FR693811	21858464	ncbi-nuccore-srlv	SRLV	2803.32.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693812	FR693812	21858464	ncbi-nuccore-srlv	SRLV	2798.4.UM.10	Italy	11	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693813	FR693813	21858464	ncbi-nuccore-srlv	SRLV	2393.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693814	FR693814	21858464	ncbi-nuccore-srlv	SRLV	1462.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693815	FR693815	21858464	ncbi-nuccore-srlv	SRLV	6770.UM.10	Italy	-	A	2009
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693816	FR693816	21858464	ncbi-nuccore-srlv	SRLV	6780.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693818	FR693818	21858464	ncbi-nuccore-srlv	SRLV	2803.35.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693819	FR693819	21858464	ncbi-nuccore-srlv	SRLV	5012.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693820	FR693820	21858464	ncbi-nuccore-srlv	SRLV	6440.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693821	FR693821	21858464	ncbi-nuccore-srlv	SRLV	1810.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693822	FR693822	21858464	ncbi-nuccore-srlv	SRLV	2803.34.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693823	FR693823	21858464	ncbi-nuccore-srlv	SRLV	2607.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693824	FR693824	21858464	ncbi-nuccore-srlv	SRLV	2356.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693825	FR693825	21858464	ncbi-nuccore-srlv	SRLV	0245.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693826	FR693826	21858464	ncbi-nuccore-srlv	SRLV	9440.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693827	FR693827	21858464	ncbi-nuccore-srlv	SRLV	2357.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693828	FR693828	21858464	ncbi-nuccore-srlv	SRLV	4150.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693829	FR693829	21858464	ncbi-nuccore-srlv	SRLV	6408.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693830	FR693830	21858464	ncbi-nuccore-srlv	SRLV	7978.UM.10	Italy	-	A	2010
alignment/AL_SRLV_A/member/ncbi-nuccore-srlv/FR693831	FR693831	21858464	ncbi-nuccore-srlv	SRLV	5065.UM.10	Italy	-	A	2010
