taxon	sequenceID	pubmed_id	source	name	isolate	country	subtype	genotype	collection_year
alignment/AL_SRLV_A/member/ncbi-refseqs-srlv/AF479638	AF479638	15284480	ncbi-refseqs-srlv	Ovine lentivirus	P1OLV	Portugal	1	A	1996
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AJ305039	AJ305039	11551652	ncbi-curated-srlv	Visna-maedi virus	MVV Br/UFRGS-2/V27	Brazil	-	A	1997
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AM084203	AM084203	17349752	ncbi-curated-srlv	Small ruminant lentivirus	B_S23	Finland	-	A	1994
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY265456	AY265456	15778023	ncbi-curated-srlv	Ovine lentivirus	It-Pi1	Italy	-	A	1991
alignment/AL_SRLV_A/member/ncbi-refseqs-srlv/AY445885	AY445885	14967484	ncbi-refseqs-srlv	Small ruminant lentivirus	-	Switzerland	4	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454162	AY454162	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR4861	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454163	AY454163	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR4863	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454186	AY454186	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5586	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454188	AY454188	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5592	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-refseqs-subgenomic-srlv/AY454189	AY454189	14967484	ncbi-refseqs-subgenomic-srlv	Small ruminant lentivirus	SNCR5594	Switzerland	3	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454191	AY454191	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5637	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454209	AY454209	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5697	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454225	AY454225	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5813	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454229	AY454229	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5844	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY530289	AY530289	15964721	ncbi-curated-srlv	Visna-maedi virus	SRLV-Greece-S1	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY530290	AY530290	15964721	ncbi-curated-srlv	Visna-maedi virus	SRLV-Greece-S2	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY530291	AY530291	15964721	ncbi-curated-srlv	Visna-maedi virus	SRLV-Greece-S3	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY530292	AY530292	15964721	ncbi-curated-srlv	Visna-maedi virus	SRLV-Greece-S4	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY530293	AY530293	15964721	ncbi-curated-srlv	Visna-maedi virus	SRLV-Greece-G1	Greek	-	A	2002
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY577031	AY577031	15220425	ncbi-curated-srlv	Small ruminant lentivirus	SNCR7592	Switzerland	-	A	2003
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY577032	AY577032	15220425	ncbi-curated-srlv	Small ruminant lentivirus	SNCR7730	Switzerland	-	A	2003
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY577033	AY577033	15220425	ncbi-curated-srlv	Small ruminant lentivirus	SNCR7731	Switzerland	-	A	2003
alignment/AL_SRLV_A/member/ncbi-curated-srlv/DQ084332	DQ084332	16870297	ncbi-curated-srlv	Ovine lentivirus	Ov5	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-curated-srlv/DQ084333	DQ084333	16870297	ncbi-curated-srlv	Ovine lentivirus	Ov1	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-curated-srlv/DQ084334	DQ084334	16870297	ncbi-curated-srlv	Ovine lentivirus	Ov4	Spain	-	A	2005
alignment/AL_SRLV_A/member/ncbi-curated-srlv/DQ084335	DQ084335	16870297	ncbi-curated-srlv	Ovine lentivirus	Ov8	Spain	-	A	2005
