taxon	sequenceID	pubmed_id	source	name	isolate	country	subtype	genotype	collection_year
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454234	AY454234	14967484	ncbi-nuccore-srlv	SRLV	SNCR5056	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454235	AY454235	14967484	ncbi-nuccore-srlv	SRLV	SNCR5057	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454236	AY454236	14967484	ncbi-nuccore-srlv	SRLV	SNCR5058	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454237	AY454237	14967484	ncbi-nuccore-srlv	SRLV	SNCR5059	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454238	AY454238	14967484	ncbi-nuccore-srlv	SRLV	SNCR5397	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454239	AY454239	14967484	ncbi-nuccore-srlv	SRLV	SNCR5406	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454240	AY454240	14967484	ncbi-nuccore-srlv	SRLV	SNCR5472	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454241	AY454241	14967484	ncbi-nuccore-srlv	SRLV	SNCR5484	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454245	AY454245	14967484	ncbi-nuccore-srlv	SRLV	SNCR5526	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454248	AY454248	14967484	ncbi-nuccore-srlv	SRLV	SNCR5563	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454249	AY454249	14967484	ncbi-nuccore-srlv	SRLV	SNCR5564	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454250	AY454250	14967484	ncbi-nuccore-srlv	SRLV	SNCR5568	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454251	AY454251	14967484	ncbi-nuccore-srlv	SRLV	SNCR5570	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454252	AY454252	14967484	ncbi-nuccore-srlv	SRLV	SNCR5572	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454253	AY454253	14967484	ncbi-nuccore-srlv	SRLV	SNCR5574	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454254	AY454254	14967484	ncbi-nuccore-srlv	SRLV	SNCR5578	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454256	AY454256	14967484	ncbi-nuccore-srlv	SRLV	SNCR5591	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454257	AY454257	14967484	ncbi-nuccore-srlv	SRLV	SNCR5592	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454259	AY454259	14967484	ncbi-nuccore-srlv	SRLV	SNCR5638	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454260	AY454260	14967484	ncbi-nuccore-srlv	SRLV	SNCR5639	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454261	AY454261	14967484	ncbi-nuccore-srlv	SRLV	SNCR5645	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454262	AY454262	14967484	ncbi-nuccore-srlv	SRLV	SNCR5651	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454263	AY454263	14967484	ncbi-nuccore-srlv	SRLV	SNCR5652	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454264	AY454264	14967484	ncbi-nuccore-srlv	SRLV	SNCR5660	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454265	AY454265	14967484	ncbi-nuccore-srlv	SRLV	SNCR5661	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454266	AY454266	14967484	ncbi-nuccore-srlv	SRLV	SNCR5663	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454267	AY454267	14967484	ncbi-nuccore-srlv	SRLV	SNCR5666	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454270	AY454270	14967484	ncbi-nuccore-srlv	SRLV	SNCR5669	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454271	AY454271	14967484	ncbi-nuccore-srlv	SRLV	SNCR5673	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454272	AY454272	14967484	ncbi-nuccore-srlv	SRLV	SNCR5674	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454275	AY454275	14967484	ncbi-nuccore-srlv	SRLV	SNCR5686	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454276	AY454276	14967484	ncbi-nuccore-srlv	SRLV	SNCR5690	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454280	AY454280	14967484	ncbi-nuccore-srlv	SRLV	SNCR5700	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454281	AY454281	14967484	ncbi-nuccore-srlv	SRLV	SNCR5705	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454282	AY454282	14967484	ncbi-nuccore-srlv	SRLV	SNCR5717	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454283	AY454283	14967484	ncbi-nuccore-srlv	SRLV	SNCR5720	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454285	AY454285	14967484	ncbi-nuccore-srlv	SRLV	SNCR5723	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454286	AY454286	14967484	ncbi-nuccore-srlv	SRLV	SNCR5731	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454288	AY454288	14967484	ncbi-nuccore-srlv	SRLV	SNCR5775	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/AY454289	AY454289	14967484	ncbi-nuccore-srlv	SRLV	SNCR5776	Switzerland	1	B	1999
alignment/AL_SRLV_B1/member/ncbi-refseqs-srlv/AY900630	AY900630	-	ncbi-refseqs-srlv	SRLV	gansu	China	1	B	1992
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/DL256644	DL256644	-	ncbi-nuccore-srlv	SRLV	-	-	1	B	-
alignment/AL_SRLV_B1/member/ncbi-refseqs-srlv/GU120138	GU120138	22566005	ncbi-refseqs-srlv	SRLV	Shanxi	China	1	B	2009
alignment/AL_SRLV_B1/member/ncbi-refseqs-srlv/HM210570	HM210570	20932787	ncbi-refseqs-srlv	SRLV	FESC-752	Mexico	1	B	2004
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/KJ641401	KJ641401	25462356	ncbi-nuccore-srlv	SRLV	3-23	Canada	1	B	2011
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/KJ641403	KJ641403	25462356	ncbi-nuccore-srlv	SRLV	3-21	Canada	1	B	2011
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/KJ641404	KJ641404	25462356	ncbi-nuccore-srlv	SRLV	3-27	Canada	1	B	2011
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/KJ641405	KJ641405	25462356	ncbi-nuccore-srlv	SRLV	4-40	Canada	1	B	2011
alignment/AL_SRLV_B1/member/ncbi-nuccore-srlv/KJ641409	KJ641409	25462356	ncbi-nuccore-srlv	SRLV	5-13	Canada	1	B	2011
