taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24061	Lepus_americanus_24061	Lepus_americanus	Lepus_americanus_24061	-	PVJM010238219.1	-
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24084	Lepus_americanus_24084	Lepus_americanus	Lepus_americanus_24084	-	PVJM010097211.1	-
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24122	Lepus_americanus_24122	Lepus_americanus	Lepus_americanus_24122	-	PVJM010088327.1	+
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24170	Lepus_americanus_24170	Lepus_americanus	Lepus_americanus_24170	-	PVJM010096262.1	+
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24176	Lepus_americanus_24176	Lepus_americanus	Lepus_americanus_24176	-	PVJM010008346.1	-
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24214	Lepus_americanus_24214	Lepus_americanus	Lepus_americanus_24214	-	PVJM010009710.1	+
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24267	Lepus_americanus_24267	Lepus_americanus	Lepus_americanus_24267	-	PVJM010111286.1	-
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24271	Lepus_americanus_24271	Lepus_americanus	Lepus_americanus_24271	-	PVJM010057256.1	+
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24279	Lepus_americanus_24279	Lepus_americanus	Lepus_americanus_24279	-	PVJM010037697.1	-
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24284	Lepus_americanus_24284	Lepus_americanus	Lepus_americanus_24284	-	PVJM010023064.1	+
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24320	Lepus_americanus_24320	Lepus_americanus	Lepus_americanus_24320	-	PVJM010103373.1	+
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24340	Lepus_americanus_24340	Lepus_americanus	Lepus_americanus_24340	-	PVJM010397540.1	-
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24343	Lepus_americanus_24343	Lepus_americanus	Lepus_americanus_24343	-	PVJM010011928.1	+
alignment/AL_UNC_RELIK_Gag/member/fasta-digs-erv/Lepus_americanus_24371	Lepus_americanus_24371	Lepus_americanus	Lepus_americanus_24371	-	PVJM010003657.1	-
