taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24028	Lepus_americanus_24028	Lepus_americanus	Lepus_americanus_24028	-	PVJM010264399.1	-
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24045	Lepus_americanus_24045	Lepus_americanus	Lepus_americanus_24045	-	PVJM010020834.1	+
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24052	Lepus_americanus_24052	Lepus_americanus	Lepus_americanus_24052	-	PVJM010031016.1	-
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24064	Lepus_americanus_24064	Lepus_americanus	Lepus_americanus_24064	-	PVJM010404779.1	-
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24068	Lepus_americanus_24068	Lepus_americanus	Lepus_americanus_24068	-	PVJM010091048.1	+
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24084	Lepus_americanus_24084	Lepus_americanus	Lepus_americanus_24084	-	PVJM010097211.1	-
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24092	Lepus_americanus_24092	Lepus_americanus	Lepus_americanus_24092	-	PVJM010023172.1	-
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24096	Lepus_americanus_24096	Lepus_americanus	Lepus_americanus_24096	-	PVJM010001896.1	-
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24108	Lepus_americanus_24108	Lepus_americanus	Lepus_americanus_24108	-	PVJM010008286.1	+
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24109	Lepus_americanus_24109	Lepus_americanus	Lepus_americanus_24109	-	PVJM010014941.1	-
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24145	Lepus_americanus_24145	Lepus_americanus	Lepus_americanus_24145	-	PVJM010007772.1	+
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24160	Lepus_americanus_24160	Lepus_americanus	Lepus_americanus_24160	-	PVJM010030299.1	+
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24170	Lepus_americanus_24170	Lepus_americanus	Lepus_americanus_24170	-	PVJM010096262.1	+
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24178	Lepus_americanus_24178	Lepus_americanus	Lepus_americanus_24178	-	PVJM010033081.1	-
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24213	Lepus_americanus_24213	Lepus_americanus	Lepus_americanus_24213	-	PVJM010067592.1	+
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24224	Lepus_americanus_24224	Lepus_americanus	Lepus_americanus_24224	-	PVJM010011950.1	+
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24230	Lepus_americanus_24230	Lepus_americanus	Lepus_americanus_24230	-	PVJM010447409.1	+
alignment/AL_UNC_RELIK_5LTR/member/fasta-digs-erv/Lepus_americanus_24272	Lepus_americanus_24272	Lepus_americanus	Lepus_americanus_24272	-	PVJM010380196.1	+
