taxon	sequenceID	pubmed_id	source	name	isolate	country	subtype	genotype	collection_year
alignment/AL_SRLV/member/ncbi-refseqs-srlv/A15114	A15114	-	ncbi-refseqs-srlv	Visna-maedi virus	-	Iceland	1	A	1951
alignment/AL_SRLV/member/ncbi-curated-srlv/AB818536	AB818536	24141278	ncbi-curated-srlv	Visna-maedi virus	Iwate	Japan: Iwate	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AF015181	AF015181	9356342	ncbi-curated-srlv	Caprine arthritis encephalitis virus	CA680	-	-	-	-
alignment/AL_SRLV/member/ncbi-refseqs-srlv/AF322109	AF322109	16476978	ncbi-refseqs-srlv	Caprine arthritis encephalitis virus	1GA	Norway	-	C	1991
alignment/AL_SRLV/member/ncbi-curated-srlv/AF402664	AF402664	-	ncbi-curated-srlv	Caprine arthritis encephalitis virus	-	Brazil	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AF402665	AF402665	-	ncbi-curated-srlv	Caprine arthritis encephalitis virus	-	Brazil	-	-	-
alignment/AL_SRLV/member/ncbi-refseqs-srlv/AF479638	AF479638	15284480	ncbi-refseqs-srlv	Ovine lentivirus	P1OLV	Portugal	1	A	1996
alignment/AL_SRLV/member/ncbi-curated-srlv/AJ305040	AJ305040	11551652	ncbi-curated-srlv	Caprine arthritis encephalitis virus	CAEV Br/UFRGS-4/C18	Brazil:Rio Grande do Sul	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AJ305041	AJ305041	11551652	ncbi-curated-srlv	Caprine arthritis encephalitis virus	CAEV Br/UFRGS-5/C47	Brazil:Rio Grande do Sul	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AJ305042	AJ305042	11551652	ncbi-curated-srlv	Caprine arthritis encephalitis virus	CAEV Br/UFRGS-2/C767	Brazil:Rio Grande do Sul	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY044803	AY044803	12093681	ncbi-curated-srlv	Ovine lentivirus	It128	-	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY044804	AY044804	12093681	ncbi-curated-srlv	Ovine lentivirus	It1Pisa	-	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY044805	AY044805	12093681	ncbi-curated-srlv	Ovine lentivirus	It172	-	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY044806	AY044806	12093681	ncbi-curated-srlv	Ovine lentivirus	It2038	-	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY044807	AY044807	12093681	ncbi-curated-srlv	Ovine lentivirus	It169	-	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY044808	AY044808	12093681	ncbi-curated-srlv	Ovine lentivirus	It170	-	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY044809	AY044809	12093681	ncbi-curated-srlv	Ovine lentivirus	It285	-	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY044810	AY044810	12093681	ncbi-curated-srlv	Ovine lentivirus	It585	-	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY081139	AY081139	-	ncbi-curated-srlv	Caprine arthritis encephalitis virus	BR-UFMG/PL1	Brazil	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY101347	AY101347	-	ncbi-curated-srlv	Caprine arthritis encephalitis virus	BR-UFMG/PL2	Brazil	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY101348	AY101348	-	ncbi-curated-srlv	Caprine arthritis encephalitis virus	BR-UFMG/PL3	Brazil	-	-	-
alignment/AL_SRLV/member/ncbi-refseqs-srlv/AY445885	AY445885	14967484	ncbi-refseqs-srlv	Small ruminant lentivirus	-	Switzerland	4	A	1999
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454164	AY454164	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5056	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454165	AY454165	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5057	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454166	AY454166	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5058	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454167	AY454167	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5059	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454168	AY454168	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5466	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454169	AY454169	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5472	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454170	AY454170	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5473	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454171	AY454171	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5484	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454174	AY454174	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5526	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454177	AY454177	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5563	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454178	AY454178	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5564	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454179	AY454179	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5568	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454180	AY454180	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5570	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454182	AY454182	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5572	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454183	AY454183	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5574	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454184	AY454184	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5576	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454185	AY454185	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5578	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454187	AY454187	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5591	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454192	AY454192	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5638	Switzerland	-	-	-
alignment/AL_SRLV/member/ncbi-curated-srlv/AY454193	AY454193	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5639	Switzerland	-	-	-
