taxon	sequenceID	pubmed_id	source	name	isolate	country	subtype	genotype	collection_year
alignment/AL_SRLV_A/member/ncbi-refseqs-srlv/A15114	A15114	-	ncbi-refseqs-srlv	Visna-maedi virus	-	Iceland	1	A	1951
alignment/AL_SRLV_A/member/ncbi-refseqs-srlv/AF479638	AF479638	15284480	ncbi-refseqs-srlv	Ovine lentivirus	P1OLV	Portugal	1	A	1996
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AM084203	AM084203	17349752	ncbi-curated-srlv	Small ruminant lentivirus	B_S23	Finland	-	A	1994
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AM084204	AM084204	17349752	ncbi-curated-srlv	Small ruminant lentivirus	B_S604	Finland	-	A	1994
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AM084205	AM084205	17349752	ncbi-curated-srlv	Small ruminant lentivirus	C6_S1	Finland	-	A	1994
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AM084206	AM084206	17349752	ncbi-curated-srlv	Small ruminant lentivirus	D4_S1	Finland	-	A	1995
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AM084207	AM084207	17349752	ncbi-curated-srlv	Small ruminant lentivirus	D5_S4	Finland	-	A	1996
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AM084208	AM084208	17349752	ncbi-curated-srlv	Small ruminant lentivirus	E_S1	Finland	-	A	1995
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AM084209	AM084209	17349752	ncbi-curated-srlv	Small ruminant lentivirus	Lotta	Finland	-	A	2001
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY265455	AY265455	15778023	ncbi-curated-srlv	Ovine lentivirus	It-561	Italy	-	A	1991
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY265456	AY265456	15778023	ncbi-curated-srlv	Ovine lentivirus	It-Pi1	Italy	-	A	1991
alignment/AL_SRLV_A/member/ncbi-refseqs-srlv/AY445885	AY445885	14967484	ncbi-refseqs-srlv	Small ruminant lentivirus	-	Switzerland	4	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454161	AY454161	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR4668	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454162	AY454162	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR4861	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454163	AY454163	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR4863	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454172	AY454172	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5518	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454173	AY454173	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5525	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-refseqs-subgenomic-srlv/AY454175	AY454175	14967484	ncbi-refseqs-subgenomic-srlv	Small ruminant lentivirus	SNCR5560	Switzerland	5	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454176	AY454176	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5561	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454181	AY454181	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5571	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454186	AY454186	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5586	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454188	AY454188	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5592	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-refseqs-subgenomic-srlv/AY454189	AY454189	14967484	ncbi-refseqs-subgenomic-srlv	Small ruminant lentivirus	SNCR5594	Switzerland	3	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454190	AY454190	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5598	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454191	AY454191	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5637	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454200	AY454200	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5667	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454204	AY454204	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5678	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454205	AY454205	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5679	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-refseqs-subgenomic-srlv/AY454208	AY454208	14967484	ncbi-refseqs-subgenomic-srlv	Small ruminant lentivirus	SNCR5692	Switzerland	7	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454209	AY454209	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5697	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454210	AY454210	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5698	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454211	AY454211	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5699	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454222	AY454222	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5745	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454225	AY454225	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5813	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454226	AY454226	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5814	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454227	AY454227	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5842	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454228	AY454228	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5843	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454229	AY454229	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5844	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454230	AY454230	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR5845	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454231	AY454231	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR6247	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY454232	AY454232	14967484	ncbi-curated-srlv	Small ruminant lentivirus	SNCR6249	Switzerland	-	A	1999
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY577031	AY577031	15220425	ncbi-curated-srlv	Small ruminant lentivirus	SNCR7592	Switzerland	-	A	2003
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY577032	AY577032	15220425	ncbi-curated-srlv	Small ruminant lentivirus	SNCR7730	Switzerland	-	A	2003
alignment/AL_SRLV_A/member/ncbi-curated-srlv/AY577033	AY577033	15220425	ncbi-curated-srlv	Small ruminant lentivirus	SNCR7731	Switzerland	-	A	2003
