taxon	sequenceID	pubmed_id	source	name	isolate	country	subtype	genotype	collection_year
alignment/AL_SRLV/member/ncbi-curated-srlv/DQ844911	DQ844911	17240470	ncbi-curated-srlv	Small ruminant lentivirus	G623AW	Norway	-	C	2002
alignment/AL_SRLV/member/ncbi-curated-srlv/DQ844918	DQ844918	17240470	ncbi-curated-srlv	Small ruminant lentivirus	S9033AW	Norway	-	C	2001
alignment/AL_SRLV/member/ncbi-curated-srlv/DQ844919	DQ844919	17240470	ncbi-curated-srlv	Small ruminant lentivirus	S42AW	Norway	-	C	2002
alignment/AL_SRLV/member/ncbi-refseqs-srlv/EU293537	EU293537	18987157	ncbi-refseqs-srlv	Caprine arthritis encephalitis virus Roccaverano	Roccaverano	Italy	-	E	2008
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694686	FR694686	21858464	ncbi-curated-srlv	Small ruminant lentivirus	5480.2.SA.09	Italy	-	B3	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694687	FR694687	21858464	ncbi-curated-srlv	Small ruminant lentivirus	5480.10.SA.09	Italy	-	B3	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694688	FR694688	21858464	ncbi-curated-srlv	Small ruminant lentivirus	36384.1.SA.09	Italy	-	B3	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694689	FR694689	21858464	ncbi-curated-srlv	Small ruminant lentivirus	10294.MA.09	Italy	-	B3	2009
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694690	FR694690	21858464	ncbi-curated-srlv	Small ruminant lentivirus	0249.UM.10	Italy	-	B3	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR694691	FR694691	21858464	ncbi-curated-srlv	Small ruminant lentivirus	32214.UM.06	Italy	-	B3	2006
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828810	FR828810	21858464	ncbi-curated-srlv	Small ruminant lentivirus	11058/UM/10	Italy	-	B3	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828811	FR828811	21858464	ncbi-curated-srlv	Small ruminant lentivirus	11067/UM/10	Italy	-	B3	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828812	FR828812	21858464	ncbi-curated-srlv	Small ruminant lentivirus	11063/UM/10	Italy	-	B3	2010
alignment/AL_SRLV/member/ncbi-curated-srlv/FR828813	FR828813	21858464	ncbi-curated-srlv	Small ruminant lentivirus	11059/UM/10	Italy	-	B3	2010
